CGPA,TargetCompany,Skills,SkillMatchPct,PlacementProbability,PlacementStatus
7.7,Netflix,"PHP, AWS, Fine-Tuning, Kafka, GCP, System Design, Snowflake, Appium, Java",57.14,57.0,Medium Chance
7.8,IBM,"Design Patterns, Linux, Jenkins, FastAPI, Java",33.33,44.9,Low Chance
8.3,Stripe,"TypeScript, Supabase, Scikit-Learn, Microservices, System Design",28.57,49.9,Medium Chance
8.2,OpenAI,"Azure, Supabase, Deep Learning, Python, Angular, Product Management, Prometheus",28.57,33.1,Low Chance
6.3,Adobe,"ASP.NET, AWS, Databricks, Scikit-Learn, Python, React, Object-Oriented Programming, Django",33.33,35.7,Low Chance
6.6,Uber,"CI/CD, Kafka, Problem Solving, Elasticsearch, Microservices, Prometheus, React, System Design, Appium, Java",57.14,38.7,Low Chance
9.1,Accenture,"Distributed Systems, DynamoDB, Communication, Transformers, Cloud, Problem Solving, Critical Thinking, Angular, Object-Oriented Programming, Scrum, ETL, Linux, Swift, Agile",60.0,72.2,High Chance
7.8,Apple,"Prompt Engineering, Scikit-Learn, LLMs, Kafka, Object-Oriented Programming, Data Structures, Grafana, Snowflake",16.67,20.8,Low Chance
7.8,Salesforce,"Algorithms, MySQL, Tableau, System Design, Pytest, Terraform, FastAPI, Big Data, Java",33.33,48.5,Medium Chance
8.9,Oracle,"Agile, Machine Learning, R, Java",16.67,34.5,Low Chance
7.9,Wipro,"Distributed Systems, Communication, Cloud, LLMs, Python, TensorFlow, Airflow, Object-Oriented Programming, Pytest, Prometheus",60.0,61.9,Medium Chance
9.5,TCS,"SQL, Docker, Prisma, Team Collaboration, PyTorch, Scikit-Learn, Deep Learning, Computer Vision, JavaScript, Kubernetes, RAG, Appium, GraphQL, Java",80.0,86.7,High Chance
9.4,Microsoft,"Azure, TypeScript, C#, MySQL, Fine-Tuning, RAG, C++, System Design, Django",71.43,79.8,High Chance
9.2,Infosys,"C#, ASP.NET, SQL, Communication, OAuth, Ansible, Web Development, Python, Tableau, Airflow, NLP, Serverless, Java",100.0,90.6,High Chance
7.1,Microsoft,"Azure, ASP.NET, Vector Databases, Hugging Face, Computer Vision, React, System Design, Redis",28.57,32.4,Low Chance
8.0,Oracle,"Distributed Systems, gRPC, Computer Vision, Problem Solving, Critical Thinking, Terraform, Database Design, Django, Power BI",16.67,47.4,Medium Chance
6.8,Microsoft,"GitHub Actions, Prisma, Svelte, React, Object-Oriented Programming, C++, Flask",14.29,24.5,Low Chance
7.2,Apple,"Hugging Face, Object-Oriented Programming, Data Structures, Operating Systems, Django, FastAPI, Pandas, Big Data",33.33,24.5,Low Chance
7.0,Infosys,"Ansible, Communication, LLMs, Problem Solving, Angular, Spring Boot, Pandas",20.0,38.7,Low Chance
7.5,TCS,"C#, Redux, DynamoDB, NumPy, JavaScript, Jest, Agile, Java",40.0,44.0,Low Chance
10.0,Uber,"OpenCV, Algorithms, Cypress, CI/CD, Team Collaboration, Unit Testing, Rust, Go, Kafka, Microservices, System Design, Cybersecurity, Redis, Jest, Java",100.0,95.0,High Chance
7.7,IBM,"Machine Learning, Next.js, Cypress, Data Science, Cloud, Leadership, Deep Learning, PostgreSQL, Python, GraphQL, Java",83.33,77.0,High Chance
6.7,Salesforce,"Data Modeling, Serverless, FastAPI, Tableau, Angular, Appium",0.0,10.4,Low Chance
6.1,Amazon,"DynamoDB, gRPC, AWS, LangChain, Leadership, GCP, Data Structures, Apache Spark, Cassandra",42.86,35.8,Low Chance
8.5,Meta,"Distributed Systems, TypeScript, Communication, Event-Driven Architecture, Algorithms, MySQL, Svelte, JavaScript, GCP, React, System Design, Product Management, Jest, Prometheus",71.43,76.2,High Chance
8.3,Stripe,"Distributed Systems, JWT, Ruby, LangChain, PostgreSQL, Elasticsearch, Object-Oriented Programming, System Design",57.14,64.0,Medium Chance
8.8,TCS,"SQL, Prompt Engineering, Team Collaboration, Problem Solving, JavaScript, Prometheus, Agile, Java",100.0,87.1,High Chance
6.5,Nvidia,"NumPy, Algorithms, Hugging Face, CUDA, Vue.js, Appium, Deep Learning",42.86,29.1,Low Chance
8.4,Amazon,"ASP.NET, PHP, AWS, CI/CD, Supabase, Leadership, Vue.js, Express.js, Elasticsearch, Object-Oriented Programming, Data Structures, System Design, Serverless, Java",71.43,72.8,High Chance
9.2,Netflix,"Distributed Systems, AWS, Kotlin, Scikit-Learn, Kafka, Python, Microservices, Vue.js, Airflow, System Design, Tailwind CSS, Java",100.0,92.8,High Chance
8.4,Google,"Distributed Systems, Machine Learning, Ansible, PHP, GitHub Actions, Algorithms, AWS, Leadership, Penetration Testing, Python, WebSockets, Data Structures, R",71.43,46.3,Medium Chance
7.6,Apple,"NumPy, Deep Learning, Tableau, Kubernetes, Data Structures, Operating Systems, Cybersecurity, Swift, FastAPI, Java",50.0,35.7,Low Chance
7.4,IBM,"Ansible, Next.js, Unit Testing, Penetration Testing, Python, Angular, Airflow, Java",33.33,44.7,Low Chance
8.4,Apple,"C#, Algorithms, Supabase, Problem Solving, Python, Critical Thinking, Data Structures, Operating Systems, GraphQL",66.67,46.7,Medium Chance
10.0,Oracle,"Snowflake, Transformers, Cloud, Kotlin, Data Structures, Linux, ETL, Java",66.67,86.5,High Chance
6.6,Salesforce,"Ansible, Product Management, NumPy",0.0,14.1,Low Chance
5.8,Netflix,"Distributed Systems, Tailwind CSS, Swift, Redis, Java",28.57,19.3,Low Chance
7.5,Oracle,"Prompt Engineering, Ruby, Prisma, Cloud, Elasticsearch, Tableau, Data Structures, Database Design, Node.js, Java",66.67,61.5,Medium Chance
6.9,Apple,"Machine Learning, REST APIs, MySQL, Penetration Testing, PostgreSQL, Python, JavaScript, Critical Thinking",16.67,19.1,Low Chance
8.1,Infosys,"Angular, SQL, gRPC, Java",40.0,52.8,Medium Chance
6.8,Salesforce,"C#, JWT, REST APIs, Next.js, Cypress, Cloud, Penetration Testing, System Design, Pytest, Cassandra",50.0,35.7,Low Chance
8.7,Wipro,"GitHub Actions, SQL, NumPy, Cloud, Python, Express.js, MongoDB, FastAPI, Java",80.0,84.9,High Chance
9.1,Meta,"Ansible, OAuth, Event-Driven Architecture, Algorithms, CI/CD, Go, Fine-Tuning, JavaScript, Microservices, React, Scrum, System Design, Data Structures, Django, Node.js, GraphQL",71.43,75.9,High Chance
9.3,Adobe,"Algorithms, UI/UX, Python, JavaScript, TensorFlow, React, C++, Grafana, Swift",100.0,97.3,High Chance
8.1,Uber,"GitHub Actions, Transformers, OAuth, ASP.NET, Algorithms, Cypress, MySQL, Go, Kafka, Microservices, TensorFlow, Airflow, System Design, Pytest, Power BI, Java",85.71,81.2,High Chance
8.6,OpenAI,"Transformers, OAuth, Algorithms, PyTorch, Prisma, Penetration Testing, LLMs, Python, Critical Thinking, R, Jenkins, Jest",71.43,52.1,Medium Chance
7.0,IBM,"PHP, Rust, Cloud, WebSockets, Java",33.33,46.7,Medium Chance
6.9,Salesforce,"TypeScript, SQL, NumPy, Kotlin, LLMs, Problem Solving, Angular, Airflow, ETL, Prometheus",33.33,30.8,Low Chance
9.9,Apple,"ASP.NET, Cypress, Kotlin, Problem Solving, Python, WebSockets, Kafka, Angular, C++, Data Structures, Operating Systems, Pytest",83.33,84.3,High Chance
7.7,Infosys,"Prisma, Python, TensorFlow, NLP, Pytest, Terraform, Redis, GraphQL",20.0,42.5,Low Chance
5.3,Uber,"Rust, Tailwind CSS, Communication, GCP, Svelte, PHP",0.0,13.5,Low Chance
8.1,Oracle,"JWT, SQL, MySQL, Fine-Tuning, NLP, Grafana, Database Design, Pandas, Java",50.0,59.5,Medium Chance
10.0,Apple,"Ruby, Design Patterns, Problem Solving, Data Structures, C++, Operating Systems, Data Modeling, Big Data",66.67,79.7,High Chance
9.4,Microsoft,"Distributed Systems, C#, TypeScript, Next.js, Rust, Cloud, TensorFlow, C++",71.43,80.0,High Chance
6.2,Oracle,"SQL, Go, Elasticsearch, Data Structures, NLP, Database Design, Node.js, Java",66.67,41.7,Low Chance
7.0,Uber,"ASP.NET, Go, Kafka, Microservices, Angular, Scrum, Redis, Big Data",57.14,41.7,Low Chance
8.4,Accenture,"SQL, NumPy, Hugging Face, LLMs, Problem Solving, Kubernetes, Agile, Appium",60.0,60.9,Medium Chance
8.4,Google,"Distributed Systems, Machine Learning, SQL, Algorithms, Kafka, Python, WebSockets, Express.js, System Design, Terraform, Pytest",71.43,45.4,Medium Chance
6.5,Accenture,"Jest, Redux",0.0,24.4,Low Chance
8.0,Oracle,"OAuth, SQL, AWS, REST APIs, Leadership, Linux",33.33,48.9,Medium Chance
5.6,Salesforce,"Svelte, NumPy, Spring Boot, Product Management, Leadership, Transformers",0.0,7.4,Low Chance
8.8,Amazon,"SQL, Event-Driven Architecture, AWS, Docker, Leadership, Microservices, Vue.js, Data Structures, System Design, Java",100.0,91.1,High Chance
6.9,Adobe,"GitHub Actions, Algorithms, UI/UX, gRPC, JavaScript, Python, React, C++, Prometheus",100.0,58.2,Medium Chance
8.2,Adobe,"Algorithms, UI/UX, Problem Solving, JavaScript, Python, React, C++, System Design, Django, Airflow",100.0,88.0,High Chance
8.6,Uber,"Algorithms, Go, Kafka, Microservices, System Design, ETL, Redis, Java",100.0,92.9,High Chance
8.1,Apple,"PHP, gRPC, Team Collaboration, Problem Solving, Python, C++, Operating Systems, System Design, ETL",66.67,44.7,Low Chance
9.8,Google,"Distributed Systems, Machine Learning, Ansible, Algorithms, Penetration Testing, Python, Microservices, C++, System Design, Data Structures, Deep Learning",100.0,99.0,High Chance
5.2,TCS,"OpenCV, Jenkins, SQL, Communication",20.0,21.5,Low Chance
8.5,OpenAI,"Distributed Systems, Transformers, Algorithms, Docker, Kotlin, LLMs, Python, Jenkins, FastAPI",71.43,44.3,Low Chance
8.9,Microsoft,"Distributed Systems, C#, TypeScript, Azure, REST APIs, Cloud, Penetration Testing, Fine-Tuning, C++, System Design, Cybersecurity, Linux, Spring Boot, GraphQL",100.0,92.4,High Chance
9.7,Uber,"Algorithms, Go, Kafka, Python, System Design, Serverless, Redis, Java",85.71,89.8,High Chance
7.9,TCS,"SQL, PyTorch, Prisma, JavaScript, Critical Thinking, React, Appium, Java",60.0,66.2,Medium Chance
9.5,Stripe,"Distributed Systems, TypeScript, Redux, NumPy, Ruby, Rust, Go, PostgreSQL, JavaScript, TensorFlow, System Design, Product Management, Cassandra, Node.js, Redis, Deep Learning",85.71,90.7,High Chance
7.4,Microsoft,"Distributed Systems, C#, Ansible, Problem Solving, Microservices, RAG, C++, System Design, Product Management",57.14,46.4,Medium Chance
6.6,TCS,"SQL, Event-Driven Architecture, Java, Go, LLMs, Prometheus",40.0,44.1,Low Chance
9.1,Apple,"Machine Learning, ASP.NET, Communication, Snowflake, Ruby, Rust, Team Collaboration, Design Patterns, Problem Solving, Svelte, C++, Operating Systems, Data Modeling, Swift, Serverless",66.67,78.3,High Chance
8.9,Microsoft,"Distributed Systems, Azure, TypeScript, C#, NumPy, SQL, Cloud, Svelte, Kafka, Microservices, React, C++, R, Node.js, Jest, Airflow",85.71,81.6,High Chance
5.8,Uber,"Linux, Redis, Ansible, Data Structures",14.29,16.2,Low Chance
8.8,Amazon,"GitHub Actions, Azure, TypeScript, JWT, AWS, PyTorch, Leadership, PostgreSQL, Object-Oriented Programming, Data Structures, System Design, C++, Cassandra, Java",71.43,79.0,High Chance
8.6,Uber,"PHP, Algorithms, Databricks, Penetration Testing, Go, Kafka, Deep Learning, Microservices, Spring Boot, System Design, Cassandra, Redis, Big Data, Java",100.0,90.2,High Chance
7.5,TCS,"gRPC, Prisma, LLMs, Problem Solving, Express.js, Swift, Agile",20.0,43.3,Low Chance
6.7,Wipro,"Django, Spring Boot",0.0,22.2,Low Chance
9.8,Amazon,"GitHub Actions, C#, SQL, Next.js, AWS, Team Collaboration, Leadership, Design Patterns, LLMs, PostgreSQL, Microservices, TensorFlow, Data Structures, ETL, Prometheus",71.43,83.0,High Chance
6.4,TCS,"JWT, SQL, Communication, PHP, Neo4j, JavaScript, Object-Oriented Programming",40.0,34.9,Low Chance
7.7,Nvidia,"Distributed Systems, GraphQL, Cassandra",0.0,16.2,Low Chance
5.8,Google,"Redux, Algorithms, Databricks, Leadership, MongoDB, C++",28.57,24.3,Low Chance
7.3,Stripe,"Distributed Systems, TypeScript, Team Collaboration, Supabase, Go, TensorFlow, RAG, System Design",57.14,43.2,Low Chance
7.9,Google,"Distributed Systems, Machine Learning, Supabase, Databricks, Design Patterns, Neo4j, Scikit-Learn, C++, R, Swift",42.86,31.3,Low Chance
6.4,Adobe,"Data Structures, Event-Driven Architecture, Supabase, Spring Boot",0.0,13.2,Low Chance
5.8,Amazon,"Grafana, Algorithms, AWS, Design Patterns, Angular, Cybersecurity",14.29,12.3,Low Chance
8.7,Uber,"Prompt Engineering, Algorithms, PyTorch, Design Patterns, Go, Kafka, LLMs, System Design, Terraform, ETL, Appium, Redis, Java",85.71,79.6,High Chance
8.5,Accenture,"Azure, Redux, SQL, PHP, Cloud, Design Patterns, Data Structures, Agile, Java",80.0,80.2,High Chance
6.9,Uber,"Next.js, PyTorch, Microservices, TensorFlow, Critical Thinking, System Design, Redis",42.86,33.8,Low Chance
8.1,Microsoft,"Supabase, Design Patterns, System Design, Linux, Jenkins, Vector Databases",14.29,40.8,Low Chance
6.4,Apple,"Linux, NumPy, Computer Vision, Svelte",0.0,11.2,Low Chance
6.8,Microsoft,"Azure, TypeScript, Cypress, JavaScript, Python, Elasticsearch, NLP, Jest, GraphQL, FastAPI",28.57,27.6,Low Chance
9.3,Microsoft,"Distributed Systems, C#, TypeScript, Azure, Prompt Engineering, ASP.NET, GitHub Actions, Unit Testing, Cloud, Penetration Testing, GCP, C++, System Design, Java",100.0,92.5,High Chance
7.6,Google,"Distributed Systems, Ansible, Prisma, Vue.js, System Design, R",28.57,26.3,Low Chance
6.8,Microsoft,"DynamoDB, Computer Vision, Penetration Testing, RAG",0.0,14.5,Low Chance
9.2,Apple,"Redux, Next.js, CI/CD, Penetration Testing, LLMs, Problem Solving, Python, Vue.js, Data Structures, C++, Tailwind CSS, Swift, FastAPI, Airflow",83.33,88.0,High Chance
5.6,Oracle,"Pytest, Prompt Engineering, Power BI, TypeScript",0.0,6.7,Low Chance
7.0,Meta,"Algorithms, Microservices, React, Jenkins, Deep Learning",28.57,26.7,Low Chance
9.2,Apple,"Communication, Problem Solving, Python, Microservices, Data Structures, Operating Systems, R, Swift",83.33,85.9,High Chance
9.2,Uber,"gRPC, Go, Kafka, Microservices, System Design, Terraform, Linux, Redis, Java",85.71,81.6,High Chance
6.2,TCS,"Azure, PostgreSQL, Python, Java, System Design",20.0,19.1,Low Chance
8.9,TCS,"DynamoDB, SQL, TypeScript, Team Collaboration, Problem Solving, JavaScript, TensorFlow, Redis, Java",100.0,85.2,High Chance
7.1,Amazon,"Scrum, Distributed Systems, AWS, Serverless",14.29,19.6,Low Chance
8.4,Amazon,"GitHub Actions, SQL, AWS, Docker, Leadership, Problem Solving, Microservices, Data Structures, System Design, Java",100.0,85.5,High Chance
9.1,Infosys,"SQL, Communication, REST APIs, Web Development, Python, Vue.js, JavaScript, Critical Thinking, Express.js, Microservices, Airflow, Cybersecurity, R, Java",100.0,91.7,High Chance
8.7,Infosys,"Communication, AWS, Rust, Web Development, Scikit-Learn, Hugging Face, Deep Learning, Python, React, Data Structures, Linux, Swift, Redis, Java",80.0,80.9,High Chance
7.2,Wipro,"SQL, Communication, REST APIs, Docker, Python, RAG, Object-Oriented Programming, Power BI",60.0,57.0,Medium Chance
9.5,TCS,"Transformers, Unit Testing, PyTorch, Team Collaboration, Kotlin, Hugging Face, LLMs, Problem Solving, GCP, Express.js, Critical Thinking, FastAPI, Big Data, Java",60.0,80.5,High Chance
8.1,Amazon,"PHP, AWS, Java, Data Structures, System Design, Scrum, Apache Spark, NLP, Deep Learning",57.14,62.8,Medium Chance
6.8,Meta,"R, Grafana",0.0,15.0,Low Chance
7.1,Google,"Power BI, ETL, Supabase, LangChain, Pandas, GraphQL",0.0,13.4,Low Chance
7.4,Adobe,"Algorithms, React, Pytest, Pandas, Power BI",33.33,36.5,Low Chance
7.9,Salesforce,"Redux, Docker, Python, System Design, Terraform",16.67,47.3,Medium Chance
7.2,Uber,"Transformers, JWT, Event-Driven Architecture, Team Collaboration, Go, Angular, FastAPI",14.29,25.0,Low Chance
9.0,Nvidia,"Distributed Systems, Next.js, Algorithms, PyTorch, Rust, Computer Vision, Airflow, C++, Product Management, Pytest, NLP, ETL, Deep Learning",71.43,82.0,High Chance
6.1,Apple,"Vector Databases, OAuth",0.0,10.6,Low Chance
6.3,TCS,"Object-Oriented Programming, Kafka, Django",0.0,17.5,Low Chance
7.9,Oracle,"MySQL, Databricks, Cloud, Elasticsearch, Object-Oriented Programming, Data Structures, Linux, Jest, Prometheus",50.0,63.4,Medium Chance
5.6,Infosys,"Linux, Databricks, REST APIs",0.0,17.1,Low Chance
7.7,Accenture,"Data Modeling, Tailwind CSS, ASP.NET, GraphQL, Power BI, Event-Driven Architecture",0.0,25.2,Low Chance
5.5,Apple,"LLMs, OpenCV, Object-Oriented Programming",0.0,9.1,Low Chance
6.4,Salesforce,"C#, TypeScript, REST APIs, Cloud, Leadership, RAG, System Design, R, Java",83.33,42.4,Low Chance
9.5,Amazon,"OpenCV, SQL, AWS, Unit Testing, Leadership, Go, Microservices, Data Structures, GraphQL, Java",85.71,87.0,High Chance
6.8,Accenture,"Ansible, PostgreSQL, LangChain, Appium, Agile, Scrum",20.0,33.2,Low Chance
6.6,Amazon,"Microservices, Appium, Design Patterns, AWS, Fine-Tuning",28.57,22.9,Low Chance
7.9,Nvidia,"GitHub Actions, OpenCV, gRPC, Algorithms, Unit Testing, Python, Big Data, Airflow",28.57,27.5,Low Chance
8.8,Nvidia,"Algorithms, PyTorch, CUDA, Computer Vision, Python, Elasticsearch, C++, Redis, Pandas, Deep Learning",100.0,90.0,High Chance
8.3,Stripe,"Distributed Systems, TypeScript, Ruby, gRPC, Kotlin, Hugging Face, Go, PostgreSQL, Fine-Tuning, API Design, System Design, Apache Spark, Terraform, Agile, Appium",100.0,84.1,High Chance
7.5,Netflix,"Distributed Systems, Redux, Prompt Engineering, PHP, Algorithms, Microservices, Tailwind CSS, Grafana, Kubernetes",28.57,31.0,Low Chance
5.7,Nvidia,"Vector Databases, PyTorch, Pandas, Team Collaboration, Unit Testing, Data Structures",14.29,11.4,Low Chance
9.4,Infosys,"C#, Ansible, Communication, OpenCV, Team Collaboration, Web Development, Neo4j, MongoDB, RAG, Cybersecurity, Java",60.0,78.8,High Chance
7.3,Wipro,"Ruby, SQL, LangChain, Python",40.0,49.5,Medium Chance
6.7,Accenture,"Communication, Cypress, Cloud, Design Patterns, Tailwind CSS, System Design, Data Modeling, R, Serverless, GraphQL",20.0,38.1,Low Chance
7.1,IBM,"Azure, Event-Driven Architecture, Data Science, Go, Python",33.33,37.6,Low Chance
7.7,Stripe,"Machine Learning, TypeScript, Ansible, AWS, NLP, System Design, Data Modeling, Grafana, C++",28.57,30.3,Low Chance
6.9,Google,"Machine Learning, JWT, REST APIs, Rust, Kotlin, LLMs, Kafka, Critical Thinking, Terraform",14.29,21.3,Low Chance
6.7,Uber,"Redux, Prompt Engineering, Algorithms, Go, Kafka, Express.js, Redis",57.14,36.2,Low Chance
8.9,Accenture,"SQL, Next.js, Rust, Problem Solving, Python, Prometheus, Apache Spark, Snowflake, Agile, Java",80.0,85.6,High Chance
8.9,Uber,"Redux, Communication, Algorithms, Go, Kafka, Tableau, React, MongoDB, System Design, Spring Boot, Flask, Java",71.43,82.4,High Chance
7.0,Accenture,"ASP.NET, SQL, Hugging Face, Kafka, MongoDB, System Design, Cybersecurity, Swift",20.0,40.5,Low Chance
8.5,OpenAI,"Distributed Systems, Transformers, Algorithms, Prisma, LLMs, Kafka, Object-Oriented Programming, Deep Learning",71.43,48.2,Medium Chance
6.4,Adobe,"Python, AWS, MySQL",16.67,22.5,Low Chance
7.9,IBM,"Machine Learning, Cypress, Prisma, Data Science, Cloud, Hugging Face, Fine-Tuning, NLP, Terraform, R, Django, Big Data, Java",66.67,72.7,High Chance
5.2,Apple,"Redis, Penetration Testing, Data Modeling",0.0,5.0,Low Chance
5.7,Google,"Problem Solving, Kafka",0.0,10.1,Low Chance
6.1,Nvidia,"Redis, OpenCV, PyTorch, Data Structures, Cypress, Node.js",14.29,11.0,Low Chance
9.0,Uber,"NumPy, Algorithms, Unit Testing, LangChain, Go, Kafka, Svelte, Microservices, Express.js, Angular, NLP, System Design, Django, Redis, Java",100.0,92.5,High Chance
9.7,Salesforce,"TypeScript, REST APIs, Agile, Ansible, Rust, CI/CD, PyTorch, Computer Vision, GCP, RAG, Data Structures, System Design, GraphQL, Java",66.67,82.5,High Chance
6.8,Stripe,"Kafka, OpenCV, NumPy, Django",0.0,13.3,Low Chance
7.3,Microsoft,"Distributed Systems, Agile, Cloud, Hugging Face, Scikit-Learn, Problem Solving, Terraform, Kubernetes",28.57,30.4,Low Chance
7.4,Apple,"Elasticsearch, Tailwind CSS, Operating Systems, Flask, Node.js, Big Data",16.67,22.7,Low Chance
6.6,Meta,"Distributed Systems, Algorithms, Scikit-Learn, Python, Express.js, React, GraphQL, Airflow",57.14,38.8,Low Chance
8.8,OpenAI,"Distributed Systems, Transformers, Algorithms, PyTorch, Python, RAG, Grafana, Redis, FastAPI, Flask",71.43,77.4,High Chance
6.0,Google,"Ruby, Tailwind CSS, NLP, Databricks",0.0,14.0,Low Chance
9.0,Netflix,"Distributed Systems, Ansible, AWS, Swift, Kafka, Python, Microservices, WebSockets, Airflow, Jenkins, Vue.js, System Design, Snowflake, Java",100.0,87.2,High Chance
